,turn,move_made,player,winner,detected?
0,1,e2e4,"opponent,berserk-13-avx2.exe",,N/A
1,2,e7e5,autonomic,,N/A
2,3,g1f3,"opponent,berserk-13-avx2.exe",,N/A
3,4,b8c6,autonomic,,N/A
4,5,d2d4,"opponent,berserk-13-avx2.exe",,N/A
5,6,e5d4,autonomic,,N/A
6,7,f3d4,"opponent,berserk-13-avx2.exe",,N/A
7,8,g8f6,autonomic,,N/A
8,9,d4c6,"opponent,berserk-13-avx2.exe",,N/A
9,10,b7c6,autonomic,,N/A
10,11,f1d3,"opponent,berserk-13-avx2.exe",,N/A
11,12,d7d5,autonomic,,N/A
12,13,b1c3,"opponent,berserk-13-avx2.exe",,N/A
13,14,f8b4,autonomic,,N/A
14,15,e4d5,"opponent,berserk-13-avx2.exe",,N/A
15,16,e8g8,autonomic,,N/A
16,17,e1g1,"opponent,berserk-13-avx2.exe",,N/A
17,18,c6d5,autonomic,,N/A
18,19,d1f3,"opponent,berserk-13-avx2.exe",,N/A
19,20,c7c6,autonomic,,N/A
20,21,h2h3,"opponent,berserk-13-avx2.exe",,N/A
21,22,f8e8,autonomic,,N/A
22,23,c1f4,"opponent,berserk-13-avx2.exe",,N/A
23,24,b4d6,autonomic,,N/A
24,25,b2b3,"opponent,berserk-13-avx2.exe",,N/A
25,26,c8e6,autonomic,,N/A
26,27,a1d1,"opponent,berserk-13-avx2.exe",,N/A
27,28,d8b8,autonomic,,N/A
28,29,c3e2,"opponent,berserk-13-avx2.exe",,N/A
29,30,a7a5,autonomic,,N/A
30,31,f4d6,"opponent,berserk-13-avx2.exe",,N/A
31,32,b8d6,autonomic,,N/A
32,33,f3f4,"opponent,berserk-13-avx2.exe",,N/A
33,34,d6f4,autonomic,,N/A
34,35,e2f4,"opponent,berserk-13-avx2.exe",,N/A
35,36,g8f8,autonomic,,N/A
36,37,f2f3,"opponent,berserk-13-avx2.exe",,N/A
37,38,h7h6,autonomic,,N/A
38,39,c2c4,"opponent,berserk-13-avx2.exe",,N/A
39,40,a8d8,autonomic,,N/A
40,41,c4d5,"opponent,berserk-13-avx2.exe",,N/A
41,42,f6d5,autonomic,,N/A
42,43,f4e6,"opponent,berserk-13-avx2.exe",,N/A
43,44,e8e6,autonomic,,N/A
44,45,d3c4,"opponent,berserk-13-avx2.exe",,N/A
45,46,e6d6,autonomic,,N/A
46,47,c4d5,"opponent,berserk-13-avx2.exe",,N/A
47,48,d6d5,autonomic,,N/A
48,49,d1d5,"opponent,berserk-13-avx2.exe",,N/A
49,50,c6d5,autonomic,,N/A
50,51,f1c1,"opponent,berserk-13-avx2.exe",,N/A
51,52,a5a4,autonomic,,N/A
52,53,b3b4,"opponent,berserk-13-avx2.exe",,N/A
53,54,d8b8,autonomic,,N/A
54,55,a2a3,"opponent,berserk-13-avx2.exe",,N/A
55,56,b8e8,autonomic,,N/A
56,57,g1f2,"opponent,berserk-13-avx2.exe",,N/A
57,58,d5d4,autonomic,,N/A
58,59,b4b5,"opponent,berserk-13-avx2.exe",,N/A
59,60,e8e3,autonomic,,N/A
60,61,b5b6,"opponent,berserk-13-avx2.exe",,N/A
61,62,e3b3,autonomic,,N/A
62,63,c1c4,"opponent,berserk-13-avx2.exe",,N/A
63,64,b3b2,autonomic,,N/A
64,65,f2e1,"opponent,berserk-13-avx2.exe",,N/A
65,66,b2b1,autonomic,,N/A
66,67,e1e2,"opponent,berserk-13-avx2.exe",,N/A
67,68,b1b2,autonomic,,N/A
68,69,e2f1,"opponent,berserk-13-avx2.exe",,N/A
69,70,b2b1,autonomic,,N/A
70,71,f1f2,"opponent,berserk-13-avx2.exe",,N/A
71,72,b1b2,autonomic,,N/A
72,73,f2f1,"opponent,berserk-13-avx2.exe",,N/A
73,74,b2b1,autonomic,,N/A
74,75,f1e2,"opponent,berserk-13-avx2.exe",,N/A
75,76,b1b2,autonomic,,N/A
76,77,e2d3,"opponent,berserk-13-avx2.exe",,N/A
77,78,b2b6,autonomic,,N/A
78,79,c4a4,"opponent,berserk-13-avx2.exe",,N/A
79,80,b6b2,autonomic,,N/A
80,81,h3h4,"opponent,berserk-13-avx2.exe",,N/A
81,82,b2g2,autonomic,,N/A
82,83,a4d4,"opponent,berserk-13-avx2.exe",,N/A
83,84,g2a2,autonomic,,N/A
84,85,a3a4,"opponent,berserk-13-avx2.exe",,N/A
85,86,a2a3,autonomic,,N/A
86,87,d3e4,"opponent,berserk-13-avx2.exe",,N/A
87,88,f8e7,autonomic,,N/A
88,89,f3f4,"opponent,berserk-13-avx2.exe",,N/A
89,90,a3h3,autonomic,,N/A
90,91,a4a5,"opponent,berserk-13-avx2.exe",,N/A
91,92,h3a3,autonomic,,N/A
92,93,d4d5,"opponent,berserk-13-avx2.exe",,N/A
93,94,a3a4,autonomic,,N/A
94,95,e4e5,"opponent,berserk-13-avx2.exe",,N/A
95,96,f7f6,autonomic,,N/A
96,97,e5f5,"opponent,berserk-13-avx2.exe",,N/A
97,98,g7g5,autonomic,,N/A
98,99,f4g5,"opponent,berserk-13-avx2.exe",,N/A
99,100,f6g5,autonomic,,N/A
100,101,h4g5,"opponent,berserk-13-avx2.exe",,N/A
101,102,h6g5,autonomic,,N/A
102,103,f5g5,"opponent,berserk-13-avx2.exe",,N/A
103,104,e7e6,autonomic,,N/A
104,105,d5b5,"opponent,berserk-13-avx2.exe",,N/A
105,106,e6d6,autonomic,,N/A
106,107,b5f5,"opponent,berserk-13-avx2.exe",,N/A
107,108,d6e6,autonomic,,N/A
108,109,a5a6,"opponent,berserk-13-avx2.exe",,N/A
109,110,e6d6,autonomic,,N/A
110,111,f5f7,"opponent,berserk-13-avx2.exe",,N/A
111,112,a4a1,autonomic,,N/A
112,113,a6a7,"opponent,berserk-13-avx2.exe",,N/A
113,114,a1a4,autonomic,,N/A
114,115,f7h7,"opponent,berserk-13-avx2.exe",,N/A
115,116,d6d5,autonomic,,N/A
116,117,h7b7,"opponent,berserk-13-avx2.exe",,N/A
117,118,d5c5,autonomic,,N/A
118,119,g5h6,"opponent,berserk-13-avx2.exe",,N/A
119,120,c5c6,autonomic,,N/A
120,121,b7f7,"opponent,berserk-13-avx2.exe",,N/A
121,122,c6b6,autonomic,,N/A
122,123,a7a8q,"opponent,berserk-13-avx2.exe",,N/A
123,124,a4a8,autonomic,,N/A
124,125,f7f6,"opponent,berserk-13-avx2.exe",,N/A
125,126,b6c5,autonomic,,N/A
126,127,f6f7,"opponent,berserk-13-avx2.exe",,N/A
127,128,c5d5,autonomic,,N/A
128,129,h6g7,"opponent,berserk-13-avx2.exe",,N/A
129,130,d5e5,autonomic,,N/A
130,131,f7f1,"opponent,berserk-13-avx2.exe",,N/A
131,132,a8a7,autonomic,,N/A
132,133,g7f8,"opponent,berserk-13-avx2.exe",,N/A
133,134,e5e6,autonomic,,N/A
134,135,f1e1,"opponent,berserk-13-avx2.exe",,N/A
135,136,e6f5,autonomic,,N/A
136,137,e1e8,"opponent,berserk-13-avx2.exe",,N/A
137,138,f5f6,autonomic,,N/A
138,139,e8d8,"opponent,berserk-13-avx2.exe",,N/A
139,140,a7f7,autonomic,,N/A
140,141,f8e8,"opponent,berserk-13-avx2.exe",,N/A
141,142,f7e7,autonomic,,N/A
142,143,e8f8,"opponent,berserk-13-avx2.exe",,N/A
143,144,e7a7,autonomic,,N/A
144,145,d8e8,"opponent,berserk-13-avx2.exe",,N/A
145,146,a7f7,autonomic,,N/A
146,147,f8g8,"opponent,berserk-13-avx2.exe",,N/A
147,148,f7g7,autonomic,,N/A
148,149,g8f8,"opponent,berserk-13-avx2.exe",,N/A
149,150,g7f7,autonomic,,N/A
150,151,f8g8,"opponent,berserk-13-avx2.exe",,N/A
151,152,f7g7,autonomic,,N/A
152,153,g8h8,"opponent,berserk-13-avx2.exe",,N/A
153,154,g7a7,autonomic,,N/A
154,155,e8e1,"opponent,berserk-13-avx2.exe",,N/A
155,156,f6f7,autonomic,,N/A
156,157,e1f1,"opponent,berserk-13-avx2.exe",,N/A
157,158,f7e6,autonomic,,N/A
158,159,h8g8,"opponent,berserk-13-avx2.exe",,N/A
159,160,e6e5,autonomic,,N/A
160,161,f1f8,"opponent,berserk-13-avx2.exe",,N/A
161,162,a7a1,autonomic,,N/A
162,163,f8f7,"opponent,berserk-13-avx2.exe",,N/A
163,164,a1a8,autonomic,,N/A
